00:01:03:006:100,2,0CF00400,0CF00400,CAN - EXT,8,00 7D 85 E5 15 00 0F 85,Rx,
00:01:03:008:770,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:013:770,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:022:030,2,18EBFF00,18EBFF00,CAN - EXT,8,05 00 4B A0 00 FF FF FF,Rx,
00:01:03:023:720,2,18FEF600,18FEF600,CAN - EXT,8,FF 00 53 FF FF FF FF FF,Rx,
00:01:03:026:120,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 DF 15 00 0F 85,Rx,
00:01:03:033:780,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:038:680,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:039:960,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:01:03:043:750,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:03:044:340,2,18FDB400,18FDB400,CAN - EXT,8,D8 39 FF FF FF FF FF FF,Rx,
00:01:03:046:260,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 DA 15 00 0F 85,Rx,
00:01:03:048:700,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0E FF FF FF 61 FF,Rx,
00:01:03:049:970,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 00 7D 7D 7D 7D FF FF,Rx,
00:01:03:053:790,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:054:360,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:063:710,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:066:180,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 EA 15 00 0F 85,Rx,
00:01:03:068:740,2,18FDB300,18FDB300,CAN - EXT,8,B2 2A FF FF FF FF FF FF,Rx,
00:01:03:073:730,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:086:190,2,0CF00400,0CF00400,CAN - EXT,8,70 7D 84 F8 15 00 0F 85,Rx,
00:01:03:088:740,2,18FEF200,18FEF200,CAN - EXT,8,2C 00 00 00 7D 06 FF FF,Rx,
00:01:03:093:750,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:098:710,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0F FF FF FF 63 FF,Rx,
00:01:03:106:110,2,0CF00400,0CF00400,CAN - EXT,8,00 7D 85 EB 15 00 0F 85,Rx,
00:01:03:108:830,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:113:850,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:126:140,2,0CF00400,0CF00400,CAN - EXT,8,00 7D 85 F3 15 00 0F 85,Rx,
00:01:03:133:810,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:138:720,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:140:160,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:01:03:143:770,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF FA 15 F0 CC FF,Rx,
00:01:03:146:230,2,0CF00400,0CF00400,CAN - EXT,8,70 7D 84 FA 15 00 0F 85,Rx,
00:01:03:148:780,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0F FF FF FF 63 FF,Rx,
00:01:03:150:200,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 00 7D 7D 7D 7D FF FF,Rx,
00:01:03:153:810,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:154:390,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:163:750,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:166:210,2,0CF00400,0CF00400,CAN - EXT,8,70 7D 84 F8 15 00 0F 85,Rx,
00:01:03:173:760,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:186:200,2,0CF00400,0CF00400,CAN - EXT,8,70 7D 84 F4 15 00 0F 85,Rx,
00:01:03:188:740,2,18FEF200,18FEF200,CAN - EXT,8,21 00 00 00 7E 06 FF FF,Rx,
00:01:03:193:770,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:198:720,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0F FF FF FF 61 FF,Rx,
00:01:03:206:150,2,0CF00400,0CF00400,CAN - EXT,8,00 7D 85 ED 15 00 0F 85,Rx,
00:01:03:208:830,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:213:850,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:226:150,2,0CF00400,0CF00400,CAN - EXT,8,00 7D 85 F4 15 00 0F 85,Rx,
00:01:03:233:870,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:238:730,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:240:440,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:01:03:243:830,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF FF 15 F0 CC FF,Rx,
00:01:03:246:260,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 0C 16 00 0F 85,Rx,
00:01:03:248:760,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0F FF FF FF 63 FF,Rx,
00:01:03:250:460,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 00 7D 7D 7D 7D FF FF,Rx,
00:01:03:253:870,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:254:430,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:263:780,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:266:210,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 11 16 00 0F 84,Rx,
00:01:03:273:810,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:286:260,2,0CF00400,0CF00400,CAN - EXT,8,60 7D 84 11 16 00 0F 84,Rx,
00:01:03:288:770,2,18FEF200,18FEF200,CAN - EXT,8,2B 00 00 00 7D 06 FF FF,Rx,
00:01:03:293:800,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:298:740,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0E FF FF FF 63 FF,Rx,
00:01:03:306:160,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 21 16 00 0F 84,Rx,
00:01:03:308:840,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:313:860,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:326:190,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 22 16 00 0F 84,Rx,
00:01:03:333:870,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:338:760,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:343:780,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 1E 16 F0 CC FF,Rx,
00:01:03:346:280,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 1D 16 00 0F 84,Rx,
00:01:03:348:800,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0E FF FF FF 63 FF,Rx,
00:01:03:353:810,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:354:380,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:363:800,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:366:260,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 1B 16 00 0F 84,Rx,
00:01:03:373:820,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:386:260,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 13 16 00 0F 84,Rx,
00:01:03:388:800,2,18FEF200,18FEF200,CAN - EXT,8,20 00 00 00 7D 06 FF FF,Rx,
00:01:03:393:840,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:398:770,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0E FF FF FF 63 FF,Rx,
00:01:03:406:210,2,0CF00400,0CF00400,CAN - EXT,8,50 7D 84 26 16 00 0F 84,Rx,
00:01:03:408:950,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:413:830,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:418:780,2,18FD7C00,18FD7C00,CAN - EXT,8,F8 83 00 00 C3 0F E3 FF,Rx,
00:01:03:426:230,2,0CF00400,0CF00400,CAN - EXT,8,30 7D 84 36 16 00 0F 84,Rx,
00:01:03:430:040,2,18FECA00,18FECA00,CAN - EXT,8,00 FF 00 00 00 00 FF FF,Rx,
00:01:03:433:890,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:438:820,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:443:860,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 32 16 F0 CC FF,Rx,
00:01:03:446:320,2,0CF00400,0CF00400,CAN - EXT,8,30 7D 84 2F 16 00 0F 84,Rx,
00:01:03:448:890,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0E FF FF FF 63 FF,Rx,
00:01:03:453:840,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:454:410,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:463:820,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:466:270,2,0CF00400,0CF00400,CAN - EXT,8,30 7D 84 3C 16 00 0F 84,Rx,
00:01:03:473:850,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:486:320,2,0CF00400,0CF00400,CAN - EXT,8,10 7D 84 48 16 00 0F 84,Rx,
00:01:03:488:830,2,18FEF200,18FEF200,CAN - EXT,8,29 00 00 00 7D 06 FF FF,Rx,
00:01:03:493:850,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:498:800,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0D FF FF FF 63 FF,Rx,
00:01:03:499:370,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 45 28 7D FF FA,Rx,
00:01:03:506:220,2,0CF00400,0CF00400,CAN - EXT,8,10 7D 84 40 16 00 0F 84,Rx,
00:01:03:508:970,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:513:860,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:523:840,2,18FEF600,18FEF600,CAN - EXT,8,FF 00 53 FF FF FF FF FF,Rx,
00:01:03:526:270,2,0CF00400,0CF00400,CAN - EXT,8,20 7D 84 36 16 00 0F 84,Rx,
00:01:03:533:920,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:538:820,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:543:820,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 31 16 F0 CC FF,Rx,
00:01:03:544:410,2,18FDB400,18FDB400,CAN - EXT,8,5C 39 FF FF FF FF FF FF,Rx,
00:01:03:546:340,2,0CF00400,0CF00400,CAN - EXT,8,3E 7D 7D 2B 16 00 0F 84,Rx,
00:01:03:548:870,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 0D FF FF FF 63 FF,Rx,
00:01:03:553:870,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:554:440,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:563:850,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:566:150,2,0CF00400,0CF00400,CAN - EXT,8,3E 7D 7D 1A 16 00 0F 84,Rx,
00:01:03:568:860,2,18FEF700,18FEF700,CAN - EXT,8,FF FF FF FF 16 01 FF FF,Rx,
00:01:03:569:410,2,18FDB300,18FDB300,CAN - EXT,8,B2 2A FF FF FF FF FF FF,Rx,
00:01:03:573:880,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:586:140,2,0CF00400,0CF00400,CAN - EXT,8,3E 7D 7D D4 15 00 0F 84,Rx,
00:01:03:588:920,2,18FEF200,18FEF200,CAN - EXT,8,1E 00 00 00 7D 06 FF FF,Rx,
00:01:03:589:480,2,18FEEE00,18FEEE00,CAN - EXT,8,64 FF B3 29 FF FF FF FF,Rx,
00:01:03:593:890,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:598:850,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 65 FF,Rx,
00:01:03:606:130,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 7E 15 00 0F 84,Rx,
00:01:03:608:980,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:613:890,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:614:480,2,18FEE400,18FEE400,CAN - EXT,8,FF 3F FC FC 00 7F FF FF,Rx,
00:01:03:626:100,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 2A 15 00 0F 84,Rx,
00:01:03:633:950,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:638:860,2,18FEBD00,18FEBD00,CAN - EXT,8,00 F0 FF FF FF FF FF FF,Rx,
00:01:03:639:460,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:643:930,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:03:646:180,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D E2 14 00 0F 85,Rx,
00:01:03:648:930,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 17 FF,Rx,
00:01:03:653:900,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:654:480,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:658:980,2,18E0FF00,18E0FF00,CAN - EXT,8,00 FF FF FF FF FF FF FF,Rx,
00:01:03:663:900,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:666:170,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 99 14 00 0F 85,Rx,
00:01:03:673:920,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:678:920,2,18FEF500,18FEF500,CAN - EXT,8,C8 FF FF FF FF FF FF FF,Rx,
00:01:03:686:200,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 4E 14 00 0F 85,Rx,
00:01:03:688:900,2,18FEF200,18FEF200,CAN - EXT,8,13 00 00 00 7D 06 FF FF,Rx,
00:01:03:693:910,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:698:850,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 19 FF,Rx,
00:01:03:706:160,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 01 14 00 0F 85,Rx,
00:01:03:709:030,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:713:910,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:723:890,2,18FEC100,18FEC100,CAN - EXT,8,A8 90 42 02 3F 93 42 02,Rx,
00:01:03:726:200,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D B3 13 00 0F 86,Rx,
00:01:03:733:980,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:738:880,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:743:980,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:03:746:220,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 65 13 00 0F 87,Rx,
00:01:03:748:920,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 19 FF,Rx,
00:01:03:753:930,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:754:500,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:763:940,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:766:170,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 23 13 00 0F 87,Rx,
00:01:03:773:930,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:786:190,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D D7 12 00 0F 87,Rx,
00:01:03:788:920,2,18FEF200,18FEF200,CAN - EXT,8,00 00 00 00 7D 06 FF FF,Rx,
00:01:03:793:950,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:798:900,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 19 FF,Rx,
00:01:03:806:180,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 80 12 00 0F 88,Rx,
00:01:03:809:040,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:813:940,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:826:110,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 32 12 00 0F 88,Rx,
00:01:03:834:010,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:838:920,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:843:990,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:03:846:250,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D EA 11 00 0F 88,Rx,
00:01:03:848:940,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 19 FF,Rx,
00:01:03:853:950,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:854:530,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:863:940,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:866:160,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D A7 11 00 0F 88,Rx,
00:01:03:873:970,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:886:200,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 58 11 00 0F 88,Rx,
00:01:03:889:010,2,18FEF200,18FEF200,CAN - EXT,8,00 00 00 00 7D 06 FF FF,Rx,
00:01:03:893:960,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:898:910,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:03:906:210,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 0D 11 00 0F 88,Rx,
00:01:03:909:080,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:03:913:970,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:926:150,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D BE 10 00 0F 88,Rx,
00:01:03:934:050,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:938:930,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:03:944:010,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:03:946:260,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 78 10 00 0F 88,Rx,
00:01:03:948:970,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:03:953:980,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:954:550,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:03:963:970,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:03:966:240,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 30 10 00 0F 88,Rx,
00:01:03:973:980,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:986:210,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D EB 0F 00 0F 88,Rx,
00:01:03:989:050,2,18FEF200,18FEF200,CAN - EXT,8,00 00 00 00 7E 06 FF FF,Rx,
00:01:03:993:990,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:03:998:940,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:03:999:540,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 30 19 7D FF FA,Rx,
00:01:04:006:230,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D A0 0F 00 0F 88,Rx,
00:01:04:009:100,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:04:014:000,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:023:980,2,18FEF600,18FEF600,CAN - EXT,8,FF 00 53 FF FF FF FF FF,Rx,
00:01:04:026:200,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 52 0F 00 0F 88,Rx,
00:01:04:034:060,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:038:960,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:04:043:980,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:04:044:580,2,18FDB400,18FDB400,CAN - EXT,8,0C 39 FF FF FF FF FF FF,Rx,
00:01:04:046:290,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 05 0F 00 0F 88,Rx,
00:01:04:048:990,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:04:054:010,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:054:590,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:04:063:990,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:04:066:210,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D B9 0E 00 0F 88,Rx,
00:01:04:069:000,2,18FDB300,18FDB300,CAN - EXT,8,B2 2A FF FF FF FF FF FF,Rx,
00:01:04:074:010,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:086:250,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 71 0E 00 0F 88,Rx,
00:01:04:089:000,2,18FEF200,18FEF200,CAN - EXT,8,00 00 00 00 7D 06 FF FF,Rx,
00:01:04:094:030,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:098:970,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:04:106:180,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 2F 0E 00 0F 88,Rx,
00:01:04:109:120,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:01:04:114:020,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:126:160,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D E1 0D 00 0F 88,Rx,
00:01:04:134:110,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:138:990,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:01:04:144:010,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF E0 15 F0 CC FF,Rx,
00:01:04:146:290,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 98 0D 00 0F 88,Rx,
00:01:04:149:010,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:01:04:154:040,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:154:620,2,18FEE000,18FEE000,CAN - EXT,8,9C 24 17 00 81 24 17 00,Rx,
00:01:04:164:030,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 00 00 00 5D 00 00,Rx,
00:01:04:166:240,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D 4A 0D 00 0F 88,Rx,
00:01:04:174:050,2,18FEDF00,18FEDF00,CAN - EXT,8,84 A0 28 7D FB FF FF FF,Rx,
00:01:04:186:300,2,0CF00400,0CF00400,CAN - EXT,8,0E 7D 7D F7 0C 00 0F 88,Rx,
